品类,日期,销量
309,2023/4/20,22
309,2023/4/21,14
309,2023/4/22,12
309,2023/4/23,18
309,2023/4/24,22
309,2023/4/25,28
309,2023/4/26,32
309,2023/4/27,20
309,2023/4/28,28
309,2023/4/29,22
309,2023/4/30,20
309,2023/5/1,20
309,2023/5/2,20
309,2023/5/3,28
309,2023/5/4,20
309,2023/5/5,28
309,2023/5/6,22
309,2023/5/7,34
309,2023/5/8,36
309,2023/5/9,38
309,2023/5/10,34
309,2023/5/11,34
309,2023/5/12,32
309,2023/5/13,36
309,2023/5/14,24
309,2023/5/15,32
309,2023/5/16,44
309,2023/5/17,44
309,2023/5/18,22
309,2023/5/19,26
309,2023/5/20,20
309,2023/5/21,26
309,2023/5/22,32
309,2023/5/23,28
309,2023/5/24,58
309,2023/5/25,84
309,2023/5/26,88
309,2023/5/27,94
309,2023/5/28,116
309,2023/5/29,98
309,2023/5/30,70
309,2023/5/31,90
309,2023/6/1,280
309,2023/6/2,108
309,2023/6/3,130
309,2023/6/4,164
309,2023/6/5,104
309,2023/6/6,146
309,2023/6/7,124
309,2023/6/8,118
309,2023/6/9,94
309,2023/6/10,92
309,2023/6/11,106
309,2023/6/12,112
309,2023/6/13,94
309,2023/6/14,94
309,2023/6/15,108
309,2023/6/16,126
309,2023/6/17,126
309,2023/6/18,222
309,2023/6/19,176
309,2023/6/20,86
309,2023/6/21,56
309,2023/6/22,72
309,2023/6/23,48
309,2023/6/24,58
309,2023/6/25,58
309,2023/6/26,50
309,2023/6/27,62
309,2023/6/28,56
309,2023/6/29,44
309,2023/6/30,62
310,2022/7/4,0
310,2022/7/5,0
310,2022/7/6,0
310,2022/7/7,0
310,2022/7/9,0
310,2022/7/11,0
310,2022/7/13,0
310,2022/7/14,0
310,2022/7/18,0
310,2022/7/19,2
310,2022/7/20,0
310,2022/7/21,0
310,2022/7/23,0
310,2022/7/24,0
310,2022/7/26,0
310,2022/7/27,0
310,2022/7/28,2
310,2022/7/30,0
310,2022/8/1,0
310,2022/8/4,0
310,2022/8/7,0
310,2022/8/8,0
310,2022/8/12,0
310,2022/8/14,0
310,2022/8/25,0
310,2022/8/26,0
310,2022/8/28,0
310,2022/8/31,0
310,2022/9/1,2
310,2022/9/2,0
310,2022/9/4,0
310,2022/9/5,0
310,2022/9/6,2
310,2022/9/7,0
310,2022/9/8,0
310,2022/9/9,0
310,2022/9/10,0
310,2022/9/11,0
310,2022/9/14,0
310,2022/9/15,0
310,2022/9/16,0
310,2022/9/17,0
310,2022/9/18,0
310,2022/9/23,0
310,2022/9/24,0
310,2022/9/25,0
310,2022/9/30,0
310,2023/4/1,0
310,2023/4/3,0
310,2023/4/4,0
310,2023/4/7,0
310,2023/4/9,0
310,2023/4/13,0
310,2023/4/14,2
310,2023/4/15,0
310,2023/4/17,0
310,2023/4/18,0
310,2023/4/20,0
310,2023/4/21,0
310,2023/4/22,2
310,2023/4/23,0
310,2023/4/24,2
310,2023/4/26,0
310,2023/4/27,2
310,2023/4/28,0
310,2023/5/2,0
310,2023/5/22,0
310,2023/6/2,0
310,2023/6/8,0
310,2023/6/19,0
310,2023/6/29,0
311,2022/7/1,36
311,2022/7/2,32
311,2022/7/3,34
311,2022/7/4,38
311,2022/7/5,38
311,2022/7/6,34
311,2022/7/7,42
311,2022/7/8,30
311,2022/7/9,30
311,2022/7/10,28
311,2022/7/11,46
311,2022/7/12,44
311,2022/7/13,48
311,2022/7/14,44
311,2022/7/15,44
311,2022/7/16,42
311,2022/7/17,36
311,2022/7/18,44
311,2022/7/19,54
311,2022/7/20,62
311,2022/7/21,52
311,2022/7/22,46
311,2022/7/23,48
311,2022/7/24,44
311,2022/7/25,54
311,2022/7/26,60
311,2022/7/27,150
311,2022/7/28,82
311,2022/7/29,112
311,2022/7/30,96
311,2022/7/31,144
311,2022/8/1,290
311,2022/8/2,466
311,2022/8/3,1282
311,2022/8/4,630
311,2022/8/5,142
311,2022/8/6,56
311,2022/8/7,36
311,2022/8/8,30
311,2022/8/9,38
311,2022/8/10,46
311,2022/8/11,44
311,2022/8/12,42
311,2022/8/13,44
311,2022/8/14,30
311,2022/8/15,42
311,2022/8/16,50
311,2022/8/17,78
311,2022/8/18,48
311,2022/8/19,36
311,2022/8/20,32
311,2022/8/21,46
311,2022/8/22,46
311,2022/8/23,48
311,2022/8/24,52
311,2022/8/25,64
311,2022/8/26,48
311,2022/8/27,48
311,2022/8/28,46
311,2022/8/29,64
311,2022/8/30,58
311,2022/8/31,88
311,2022/9/1,78
311,2022/9/2,98
311,2022/9/3,104
311,2022/9/4,156
311,2022/9/5,368
311,2022/9/6,682
311,2022/9/7,842
311,2022/9/8,404
311,2022/9/9,126
311,2022/9/10,66
311,2022/9/11,42
311,2022/9/12,40
311,2022/9/13,46
311,2022/9/14,36
311,2022/9/15,30
311,2022/9/16,30
311,2022/9/17,32
311,2022/9/18,32
311,2022/9/19,30
311,2022/9/20,38
311,2022/9/21,46
311,2022/9/22,46
311,2022/9/23,36
311,2022/9/24,30
311,2022/9/25,28
311,2022/9/26,46
311,2022/9/27,646
311,2022/9/28,50
311,2022/9/29,54
311,2022/9/30,482
311,2023/4/1,36
311,2023/4/2,40
311,2023/4/3,38
311,2023/4/4,46
311,2023/4/5,42
311,2023/4/6,54
311,2023/4/7,38
311,2023/4/8,34
311,2023/4/9,26
311,2023/4/10,38
311,2023/4/11,46
311,2023/4/12,38
311,2023/4/13,60
311,2023/4/14,50
311,2023/4/15,28
311,2023/4/16,32
311,2023/4/17,42
311,2023/4/18,36
311,2023/4/19,46
311,2023/4/20,42
311,2023/4/21,36
311,2023/4/22,48
311,2023/4/23,44
311,2023/4/24,88
311,2023/4/25,56
311,2023/4/26,50
311,2023/4/27,652
311,2023/4/28,58
311,2023/4/29,44
311,2023/4/30,36
311,2023/5/1,36
311,2023/5/2,32
311,2023/5/3,36
311,2023/5/4,56
311,2023/5/5,62
311,2023/5/6,68
311,2023/5/7,88
311,2023/5/8,126
311,2023/5/9,200
311,2023/5/10,240
311,2023/5/11,384
311,2023/5/12,608
311,2023/5/13,1464
311,2023/5/14,486
311,2023/5/15,156
311,2023/5/16,148
311,2023/5/17,234
311,2023/5/18,386
311,2023/5/19,900
311,2023/5/20,378
311,2023/5/21,90
311,2023/5/22,62
311,2023/5/23,58
311,2023/5/24,62
311,2023/5/25,62
311,2023/5/26,56
311,2023/5/27,52
311,2023/5/28,342
311,2023/5/29,64
311,2023/5/30,86
311,2023/5/31,96
311,2023/6/1,52
311,2023/6/2,34
311,2023/6/3,44
311,2023/6/4,36
311,2023/6/5,40
311,2023/6/6,66
311,2023/6/7,42
311,2023/6/8,50
311,2023/6/9,42
311,2023/6/10,40
311,2023/6/11,28
311,2023/6/12,46
311,2023/6/13,60
311,2023/6/14,44
311,2023/6/15,50
311,2023/6/16,50
311,2023/6/17,50
311,2023/6/18,44
311,2023/6/19,68
311,2023/6/20,50
311,2023/6/21,50
311,2023/6/22,36
311,2023/6/23,34
311,2023/6/24,34
311,2023/6/25,56
311,2023/6/26,64
311,2023/6/27,56
311,2023/6/28,488
311,2023/6/29,66
311,2023/6/30,36
312,2022/7/1,2
312,2022/7/2,2
312,2022/7/3,2
312,2022/7/4,2
312,2022/7/5,2
312,2022/7/6,2
312,2022/7/7,2
312,2022/7/8,4
312,2022/7/9,2
312,2022/7/10,2
312,2022/7/11,2
312,2022/7/12,6
312,2022/7/13,4
312,2022/7/14,4
312,2022/7/15,4
312,2022/7/16,2
312,2022/7/17,2
312,2022/7/18,2
312,2022/7/19,6
312,2022/7/20,2
312,2022/7/21,4
312,2022/7/22,4
312,2022/7/23,2
312,2022/7/24,2
312,2022/7/25,4
312,2022/7/26,6
312,2022/7/27,4
312,2022/7/28,6
312,2022/7/29,2
312,2022/7/30,6
312,2022/7/31,4
312,2022/8/1,4
312,2022/8/2,4
312,2022/8/3,4
312,2022/8/4,2
312,2022/8/5,6
312,2022/8/6,6
312,2022/8/7,16
312,2022/8/8,6
312,2022/8/9,8
312,2022/8/10,14
312,2022/8/11,12
312,2022/8/12,14
312,2022/8/13,12
312,2022/8/14,12
312,2022/8/15,8
312,2022/8/16,12
312,2022/8/17,8
312,2022/8/18,8
312,2022/8/19,4
312,2022/8/20,4
312,2022/8/21,4
312,2022/8/22,4
312,2022/8/23,6
312,2022/8/24,6
312,2022/8/25,22
312,2022/8/26,34
312,2022/8/27,68
312,2022/8/28,100
312,2022/8/29,100
312,2022/8/30,68
312,2022/8/31,60
312,2022/9/1,126
312,2022/9/2,46
312,2022/9/3,34
312,2022/9/4,38
312,2022/9/5,36
312,2022/9/6,48
312,2022/9/7,76
312,2022/9/8,80
312,2022/9/9,70
312,2022/9/10,40
312,2022/9/11,20
312,2022/9/12,22
312,2022/9/13,12
312,2022/9/14,8
312,2022/9/15,12
312,2022/9/16,20
312,2022/9/17,28
312,2022/9/18,24
312,2022/9/19,40
312,2022/9/20,16
312,2022/9/21,8
312,2022/9/22,30
312,2022/9/23,14
312,2022/9/24,2
312,2022/9/25,2
312,2022/9/26,4
312,2022/9/27,6
312,2022/9/28,16
312,2022/9/29,8
312,2022/9/30,8
312,2023/4/1,8
312,2023/4/2,10
312,2023/4/3,8
312,2023/4/4,10
312,2023/4/5,8
312,2023/4/6,6
312,2023/4/7,8
312,2023/4/8,8
312,2023/4/9,10
312,2023/4/10,6
312,2023/4/11,14
312,2023/4/12,12
312,2023/4/13,6
312,2023/4/14,14
312,2023/4/15,12
312,2023/4/16,14
312,2023/4/17,10
312,2023/4/18,14
312,2023/4/19,14
312,2023/4/20,18
312,2023/4/21,18
312,2023/4/22,14
312,2023/4/23,18
312,2023/4/24,22
312,2023/4/25,20
312,2023/4/26,28
312,2023/4/27,22
312,2023/4/28,26
312,2023/4/29,20
312,2023/4/30,14
312,2023/5/1,6
312,2023/5/2,6
312,2023/5/3,8
312,2023/5/4,14
312,2023/5/5,28
312,2023/5/6,26
312,2023/5/7,18
312,2023/5/8,22
312,2023/5/9,20
312,2023/5/10,28
312,2023/5/11,26
312,2023/5/12,20
312,2023/5/13,16
312,2023/5/14,10
312,2023/5/15,18
312,2023/5/16,24
312,2023/5/17,30
312,2023/5/18,26
312,2023/5/19,20
312,2023/5/20,12
312,2023/5/21,14
312,2023/5/22,16
312,2023/5/23,30
312,2023/5/24,38
312,2023/5/25,32
312,2023/5/26,26
312,2023/5/27,22
312,2023/5/28,12
312,2023/5/29,16
312,2023/5/30,24
312,2023/5/31,40
312,2023/6/1,110
312,2023/6/2,50
312,2023/6/3,36
312,2023/6/4,16
312,2023/6/5,28
312,2023/6/6,40
312,2023/6/7,30
312,2023/6/8,26
312,2023/6/9,30
312,2023/6/10,20
312,2023/6/11,14
312,2023/6/12,32
312,2023/6/13,42
312,2023/6/14,52
312,2023/6/15,50
312,2023/6/16,72
312,2023/6/17,106
312,2023/6/18,130
312,2023/6/19,74
312,2023/6/20,30
312,2023/6/21,14
312,2023/6/22,14
312,2023/6/23,10
312,2023/6/24,6
312,2023/6/25,10
312,2023/6/26,12
312,2023/6/27,18
312,2023/6/28,10
312,2023/6/29,12
312,2023/6/30,12
313,2022/7/1,2024
313,2022/7/2,1950
313,2022/7/3,2080
313,2022/7/4,1770
313,2022/7/5,2010
313,2022/7/6,1840
313,2022/7/7,2082
313,2022/7/8,1882
313,2022/7/9,1978
313,2022/7/10,1956
313,2022/7/11,2042
313,2022/7/12,1894
313,2022/7/13,2066
313,2022/7/14,2896
313,2022/7/15,2912
313,2022/7/16,2902
313,2022/7/17,2808
313,2022/7/18,3144
313,2022/7/19,3092
313,2022/7/20,3030
313,2022/7/21,2938
313,2022/7/22,2738
313,2022/7/23,2618
313,2022/7/24,2816
313,2022/7/25,2976
313,2022/7/26,3020
313,2022/7/27,2774
313,2022/7/28,2634
313,2022/7/29,2798
313,2022/7/30,2682
313,2022/7/31,2646
313,2022/8/1,3036
313,2022/8/2,3190
313,2022/8/3,3040
313,2022/8/4,2878
313,2022/8/5,2998
313,2022/8/6,2770
313,2022/8/7,2672
313,2022/8/8,2650
313,2022/8/9,3350
313,2022/8/10,3126
313,2022/8/11,3372
313,2022/8/12,3030
313,2022/8/13,2798
313,2022/8/14,2768
313,2022/8/15,3130
313,2022/8/16,3760
313,2022/8/17,3072
313,2022/8/18,3138
313,2022/8/19,3252
313,2022/8/20,3080
313,2022/8/21,3140
313,2022/8/22,3656
313,2022/8/23,3454
313,2022/8/24,3370
313,2022/8/25,3096
313,2022/8/26,3660
313,2022/8/27,3724
313,2022/8/28,3398
313,2022/8/29,3662
313,2022/8/30,3954
313,2022/8/31,3316
313,2022/9/1,3400
313,2022/9/2,3458
313,2022/9/3,3026
313,2022/9/4,2870
313,2022/9/5,3504
313,2022/9/6,3348
313,2022/9/7,3362
313,2022/9/8,2830
313,2022/9/9,3172
313,2022/9/10,2458
313,2022/9/11,2846
313,2022/9/12,2854
313,2022/9/13,3318
313,2022/9/14,3058
313,2022/9/15,3142
313,2022/9/16,2872
313,2022/9/17,2628
313,2022/9/18,2452
313,2022/9/19,2550
313,2022/9/20,2848
313,2022/9/21,2824
313,2022/9/22,2762
313,2022/9/23,2688
313,2022/9/24,2818
313,2022/9/25,2488
313,2022/9/26,2630
313,2022/9/27,2762
313,2022/9/28,2462
313,2022/9/29,2328
313,2022/9/30,2336
313,2023/4/1,2880
313,2023/4/2,2584
313,2023/4/3,2978
313,2023/4/4,2886
313,2023/4/5,2480
313,2023/4/6,3094
313,2023/4/7,2814
313,2023/4/8,2682
313,2023/4/9,2514
313,2023/4/10,3090
313,2023/4/11,3112
313,2023/4/12,3142
313,2023/4/13,3108
313,2023/4/14,3054
313,2023/4/15,3028
313,2023/4/16,3020
313,2023/4/17,3052
313,2023/4/18,3114
313,2023/4/19,2904
313,2023/4/20,2910
313,2023/4/21,2800
313,2023/4/22,2768
313,2023/4/23,3170
313,2023/4/24,2894
313,2023/4/25,3358
313,2023/4/26,3212
313,2023/4/27,3418
313,2023/4/28,2926
313,2023/4/29,2918
313,2023/4/30,2708
313,2023/5/1,2856
313,2023/5/2,3160
313,2023/5/3,3202
313,2023/5/4,3634
313,2023/5/5,3476
313,2023/5/6,3358
313,2023/5/7,3188
313,2023/5/8,3172
313,2023/5/9,3312
313,2023/5/10,3264
313,2023/5/11,3180
313,2023/5/12,3162
313,2023/5/13,3288
313,2023/5/14,3160
313,2023/5/15,3874
313,2023/5/16,4574
313,2023/5/17,3780
313,2023/5/18,3688
313,2023/5/19,3224
313,2023/5/20,3058
313,2023/5/21,2862
313,2023/5/22,3104
313,2023/5/23,3070
313,2023/5/24,3388
313,2023/5/25,3320
313,2023/5/26,3284
313,2023/5/27,3226
313,2023/5/28,2902
313,2023/5/29,3434
313,2023/5/30,3174
313,2023/5/31,3620
313,2023/6/1,3706
313,2023/6/2,3634
313,2023/6/3,3764
313,2023/6/4,3454
313,2023/6/5,4332
313,2023/6/6,4322
313,2023/6/7,4160
313,2023/6/8,3986
313,2023/6/9,4272
313,2023/6/10,3812
313,2023/6/11,3634
313,2023/6/12,3834
313,2023/6/13,3734
313,2023/6/14,3760
313,2023/6/15,4488
313,2023/6/16,5156
313,2023/6/17,5462
313,2023/6/18,5904
313,2023/6/19,5042
313,2023/6/20,3642
313,2023/6/21,3416
313,2023/6/22,3576
313,2023/6/23,4050
313,2023/6/24,3696
313,2023/6/25,3746
313,2023/6/26,3722
313,2023/6/27,192
313,2023/6/28,134
313,2023/6/29,114
313,2023/6/30,116
314,2022/7/4,0
314,2022/7/13,0
314,2022/7/14,20
314,2022/7/15,18
314,2022/7/16,12
314,2022/7/17,14
314,2022/7/18,20
314,2022/7/19,18
314,2022/7/20,22
314,2022/7/21,24
314,2022/7/22,22
314,2022/7/23,12
314,2022/7/24,14
314,2022/7/25,20
314,2022/7/26,22
314,2022/7/27,20
314,2022/7/28,18
314,2022/7/29,18
314,2022/7/30,20
314,2022/7/31,18
314,2022/8/1,20
314,2022/8/2,20
314,2022/8/3,30
314,2022/8/4,28
314,2022/8/5,20
314,2022/8/6,14
314,2022/8/7,14
314,2022/8/8,18
314,2022/8/9,14
314,2022/8/10,14
314,2022/8/11,24
314,2022/8/12,20
314,2022/8/13,16
314,2022/8/14,12
314,2022/8/15,20
314,2022/8/16,16
314,2022/8/17,30
314,2022/8/18,24
314,2022/8/19,16
314,2022/8/20,12
314,2022/8/21,16
314,2022/8/22,20
314,2022/8/23,12
314,2022/8/24,20
314,2022/8/25,32
314,2022/8/26,24
314,2022/8/27,18
314,2022/8/28,16
314,2022/8/29,12
314,2022/8/30,16
314,2022/8/31,16
314,2022/9/1,14
314,2022/9/2,28
314,2022/9/3,24
314,2022/9/4,18
314,2022/9/5,18
314,2022/9/6,24
314,2022/9/7,22
314,2022/9/8,40
314,2022/9/9,32
314,2022/9/10,24
314,2022/9/11,16
314,2022/9/12,14
314,2022/9/13,16
314,2022/9/14,16
314,2022/9/15,18
314,2022/9/16,28
314,2022/9/17,26
314,2022/9/18,16
314,2022/9/19,16
314,2022/9/20,16
314,2022/9/21,24
314,2022/9/22,22
314,2022/9/23,24
314,2022/9/24,16
314,2022/9/25,14
314,2022/9/26,20
314,2022/9/27,24
314,2022/9/28,28
314,2022/9/29,32
314,2022/9/30,36
314,2023/4/1,14
314,2023/4/2,10
314,2023/4/3,16
314,2023/4/4,16
314,2023/4/5,10
314,2023/4/6,8
314,2023/4/7,16
314,2023/4/8,12
314,2023/4/9,16
314,2023/4/10,20
314,2023/4/11,16
314,2023/4/12,20
314,2023/4/13,22
314,2023/4/14,18
314,2023/4/15,16
314,2023/4/16,12
314,2023/4/17,16
314,2023/4/18,20
314,2023/4/19,24
314,2023/4/20,20
314,2023/4/21,26
314,2023/4/22,16
314,2023/4/23,18
314,2023/4/24,54
314,2023/4/25,20
314,2023/4/26,20
314,2023/4/27,26
314,2023/4/28,20
314,2023/4/29,26
314,2023/4/30,14
314,2023/5/1,14
314,2023/5/2,16
314,2023/5/3,10
314,2023/5/4,22
314,2023/5/5,26
314,2023/5/6,18
314,2023/5/7,20
314,2023/5/8,16
314,2023/5/9,20
314,2023/5/10,24
314,2023/5/11,24
314,2023/5/12,34
314,2023/5/13,18
314,2023/5/14,14
314,2023/5/15,16
314,2023/5/16,26
314,2023/5/17,28
314,2023/5/18,38
314,2023/5/19,40
314,2023/5/20,26
314,2023/5/21,28
314,2023/5/22,38
314,2023/5/23,80
314,2023/5/24,94
314,2023/5/25,128
314,2023/5/26,214
314,2023/5/27,196
314,2023/5/28,190
314,2023/5/29,296
314,2023/5/30,460
314,2023/5/31,488
314,2023/6/1,196
314,2023/6/2,30
314,2023/6/3,16
314,2023/6/4,10
314,2023/6/5,8
314,2023/6/6,10
314,2023/6/7,10
314,2023/6/8,10
314,2023/6/9,10
314,2023/6/10,6
314,2023/6/11,6
314,2023/6/12,8
314,2023/6/13,16
314,2023/6/14,28
314,2023/6/15,28
314,2023/6/16,26
314,2023/6/17,20
314,2023/6/18,28
314,2023/6/19,26
314,2023/6/20,20
314,2023/6/21,14
314,2023/6/22,12
314,2023/6/23,16
314,2023/6/24,8
314,2023/6/25,14
314,2023/6/26,20
314,2023/6/27,20
314,2023/6/28,22
314,2023/6/29,24
314,2023/6/30,22
315,2022/7/2,0
315,2022/7/3,0
315,2022/7/4,0
315,2022/7/5,0
315,2022/7/6,0
315,2022/7/7,2
315,2022/7/8,0
315,2022/7/9,0
315,2022/7/10,0
315,2022/7/12,2
315,2022/7/13,0
315,2022/7/15,0
315,2022/7/16,0
315,2022/7/17,0
315,2022/7/18,0
315,2022/7/19,0
315,2022/7/21,0
315,2022/7/22,0
315,2022/7/23,0
315,2022/7/24,0
315,2022/7/25,0
315,2022/7/27,0
315,2022/7/28,0
315,2022/7/29,0
315,2022/7/30,0
315,2022/7/31,0
315,2022/8/1,0
315,2022/8/3,0
315,2022/8/4,0
315,2022/8/5,0
315,2022/8/6,0
315,2022/8/8,2
315,2022/8/9,2
315,2022/8/10,0
315,2022/8/13,0
315,2022/8/14,2
315,2022/8/19,0
315,2022/8/20,0
315,2022/8/21,0
315,2022/8/22,2
315,2022/8/23,0
315,2022/8/24,0
315,2022/8/25,0
315,2022/8/26,0
315,2022/8/27,2
315,2022/8/28,0
315,2022/8/29,0
315,2022/8/30,0
315,2022/8/31,0
315,2022/9/1,0
315,2022/9/2,0
315,2022/9/4,2
315,2022/9/5,0
315,2022/9/6,0
315,2022/9/7,0
315,2022/9/8,0
315,2022/9/9,0
315,2022/9/10,0
315,2022/9/11,0
315,2022/9/12,0
315,2022/9/13,0
315,2022/9/15,0
315,2022/9/16,2
315,2022/9/17,0
315,2022/9/18,0
315,2022/9/19,0
315,2022/9/20,0
315,2022/9/21,0
315,2022/9/22,0
315,2022/9/23,0
315,2022/9/24,0
315,2022/9/25,2
315,2022/9/26,0
315,2022/9/27,0
315,2022/9/29,0
315,2022/9/30,0
315,2023/4/1,2
315,2023/4/2,0
315,2023/4/3,0
315,2023/4/4,2
315,2023/4/5,2
315,2023/4/6,2
315,2023/4/7,0
315,2023/4/8,2
315,2023/4/9,2
315,2023/4/10,0
315,2023/4/11,0
315,2023/4/12,0
315,2023/4/13,0
315,2023/4/14,0
315,2023/4/15,2
315,2023/4/16,2
315,2023/4/17,2
315,2023/4/18,2
315,2023/4/19,2
315,2023/4/20,2
315,2023/4/21,0
315,2023/4/22,2
315,2023/4/23,0
315,2023/4/26,0
315,2023/4/27,0
315,2023/4/28,0
315,2023/4/29,0
315,2023/4/30,2
315,2023/5/2,0
315,2023/5/3,0
315,2023/5/4,2
315,2023/5/5,0
315,2023/5/6,0
315,2023/5/7,0
315,2023/5/8,2
315,2023/5/9,0
315,2023/5/10,0
315,2023/5/11,0
315,2023/5/12,0
315,2023/5/13,2
315,2023/5/14,0
315,2023/5/15,0
315,2023/5/16,0
315,2023/5/17,2
315,2023/5/18,0
315,2023/5/19,2
315,2023/5/20,2
315,2023/5/21,2
315,2023/5/22,0
315,2023/5/23,0
315,2023/5/25,0
315,2023/5/26,0
315,2023/5/27,0
315,2023/5/28,0
315,2023/5/29,0
315,2023/5/30,0
315,2023/5/31,2
315,2023/6/1,0
315,2023/6/2,0
315,2023/6/3,2
315,2023/6/4,0
315,2023/6/5,0
315,2023/6/6,0
315,2023/6/7,0
315,2023/6/8,0
315,2023/6/9,0
315,2023/6/10,0
315,2023/6/11,0
315,2023/6/12,0
315,2023/6/16,0
315,2023/6/17,2
315,2023/6/18,2
315,2023/6/19,0
315,2023/6/20,0
315,2023/6/21,0
315,2023/6/22,0
315,2023/6/23,0
315,2023/6/24,0
315,2023/6/26,0
315,2023/6/27,2
315,2023/6/28,0
315,2023/6/29,0
315,2023/6/30,0
316,2022/7/1,360
316,2022/7/2,278
316,2022/7/3,322
316,2022/7/4,376
316,2022/7/5,668
316,2022/7/6,614
316,2022/7/7,458
316,2022/7/8,382
316,2022/7/9,442
316,2022/7/10,666
316,2022/7/11,336
316,2022/7/12,294
316,2022/7/13,338
316,2022/7/14,394
316,2022/7/15,368
316,2022/7/16,304
316,2022/7/17,280
316,2022/7/18,384
316,2022/7/19,532
316,2022/7/20,610
316,2022/7/21,526
316,2022/7/22,572
316,2022/7/23,274
316,2022/7/24,372
316,2022/7/25,342
316,2022/7/26,408
316,2022/7/27,284
316,2022/7/28,290
316,2022/7/29,330
316,2022/7/30,236
316,2022/7/31,230
316,2022/8/1,310
316,2022/8/2,278
316,2022/8/3,264
316,2022/8/4,268
316,2022/8/5,294
316,2022/8/6,252
316,2022/8/7,238
316,2022/8/8,320
316,2022/8/9,324
316,2022/8/10,340
316,2022/8/11,282
316,2022/8/12,308
316,2022/8/13,228
316,2022/8/14,254
316,2022/8/15,330
316,2022/8/16,336
316,2022/8/17,342
316,2022/8/18,320
316,2022/8/19,312
316,2022/8/20,272
316,2022/8/21,398
316,2022/8/22,378
316,2022/8/23,354
316,2022/8/24,408
316,2022/8/25,662
316,2022/8/26,408
316,2022/8/27,300
316,2022/8/28,320
316,2022/8/29,538
316,2022/8/30,536
316,2022/8/31,972
316,2022/9/1,948
316,2022/9/2,570
316,2022/9/3,478
316,2022/9/4,630
316,2022/9/5,496
316,2022/9/6,574
316,2022/9/7,492
316,2022/9/8,452
316,2022/9/9,716
316,2022/9/10,538
316,2022/9/11,408
316,2022/9/12,398
316,2022/9/13,506
316,2022/9/14,474
316,2022/9/15,434
316,2022/9/16,562
316,2022/9/17,452
316,2022/9/18,502
316,2022/9/19,534
316,2022/9/20,508
316,2022/9/21,520
316,2022/9/22,508
316,2022/9/23,468
316,2022/9/24,360
316,2022/9/25,342
316,2022/9/26,470
316,2022/9/27,458
316,2022/9/28,444
316,2022/9/29,462
316,2022/9/30,330
316,2023/4/1,282
316,2023/4/2,222
316,2023/4/3,292
316,2023/4/4,296
316,2023/4/5,316
316,2023/4/6,662
316,2023/4/7,380
316,2023/4/8,260
316,2023/4/9,226
316,2023/4/10,308
316,2023/4/11,354
316,2023/4/12,330
316,2023/4/13,266
316,2023/4/14,306
316,2023/4/15,232
316,2023/4/16,222
316,2023/4/17,314
316,2023/4/18,356
316,2023/4/19,304
316,2023/4/20,536
316,2023/4/21,826
316,2023/4/22,552
316,2023/4/23,890
316,2023/4/24,758
316,2023/4/25,596
316,2023/4/26,360
316,2023/4/27,324
316,2023/4/28,294
316,2023/4/29,264
316,2023/4/30,214
316,2023/5/1,190
316,2023/5/2,260
316,2023/5/3,388
316,2023/5/4,286
316,2023/5/5,262
316,2023/5/6,266
316,2023/5/7,214
316,2023/5/8,236
316,2023/5/9,288
316,2023/5/10,252
316,2023/5/11,254
316,2023/5/12,238
316,2023/5/13,218
316,2023/5/14,204
316,2023/5/15,296
316,2023/5/16,280
316,2023/5/17,292
316,2023/5/18,270
316,2023/5/19,252
316,2023/5/20,190
316,2023/5/21,206
316,2023/5/22,248
316,2023/5/23,386
316,2023/5/24,550
316,2023/5/25,294
316,2023/5/26,226
316,2023/5/27,236
316,2023/5/28,210
316,2023/5/29,332
316,2023/5/30,324
316,2023/5/31,432
316,2023/6/1,698
316,2023/6/2,480
316,2023/6/3,550
316,2023/6/4,294
316,2023/6/5,316
316,2023/6/6,286
316,2023/6/7,372
316,2023/6/8,374
316,2023/6/9,308
316,2023/6/10,214
316,2023/6/11,236
316,2023/6/12,320
316,2023/6/13,314
316,2023/6/14,288
316,2023/6/15,502
316,2023/6/16,1032
316,2023/6/17,772
316,2023/6/18,1024
316,2023/6/19,536
316,2023/6/20,338
316,2023/6/21,528
316,2023/6/22,192
316,2023/6/23,382
316,2023/6/24,272
316,2023/6/25,464
316,2023/6/26,338
316,2023/6/27,324
316,2023/6/28,412
316,2023/6/29,368
316,2023/6/30,334
317,2022/7/1,0
317,2022/7/2,0
317,2022/7/3,0
317,2022/7/4,2
317,2022/7/5,0
317,2022/7/6,2
317,2022/7/7,0
317,2022/7/8,2
317,2022/7/9,0
317,2022/7/10,2
317,2022/7/11,0
317,2022/7/12,2
317,2022/7/13,2
317,2022/7/14,0
317,2022/7/15,2
317,2022/7/16,2
317,2022/7/17,0
317,2022/7/18,0
317,2022/7/19,0
317,2022/7/20,0
317,2022/7/21,2
317,2022/7/22,2
317,2022/7/23,2
317,2022/7/24,0
317,2022/7/25,2
317,2022/7/26,2
317,2022/7/27,4
317,2022/7/28,2
317,2022/7/29,2
317,2022/7/30,4
317,2022/7/31,6
317,2022/8/1,4
317,2022/8/2,6
317,2022/8/3,6
317,2022/8/4,4
317,2022/8/5,2
317,2022/8/6,2
317,2022/8/7,2
317,2022/8/8,0
317,2022/8/9,2
317,2022/8/10,2
317,2022/8/11,2
317,2022/8/12,0
317,2022/8/13,2
317,2022/8/14,0
317,2022/8/15,2
317,2022/8/16,2
317,2022/8/17,2
317,2022/8/18,0
